,county,state,date,latitude,longitude,season,temperature_high,temperature_low,cloud_cover,precip_intensity,visibility,conditions,wind_speed,Precip Intensity Groups,Visibility Classification (mi),Cloud Cover Classification (%)
4291,Siskiyou County,California,1967-03-10,41.75,-123.35,Spring,73.1,62.0,14.6,0.0,9.9,Clear,12.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4292,Siskiyou County,California,1977-07-01,41.31917,-123.1778,Summer,74.6,56.9,93.9,0.152,19.7,"Rain, Overcast",10.2,moderate: 0.1 to 0.3,Very Clear: 12.43 to 31.06,Cloudy/Overcast: 87.5 to 100
4296,Siskiyou County,California,1993-12-15,41.75,-123.35,Winter,48.3,33.6,58.3,0.004,15.6,"Rain, Partially cloudy",9.0,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
4297,Siskiyou County,California,1994-07-15,41.72944,-122.6361,Summer,95.7,55.1,0.0,0.0,19.7,Clear,16.1,light: 0 to 0.1,Very Clear: 12.43 to 31.06,
4298,Siskiyou County,California,1997-08-23,41.23598,-123.292,Summer,68.1,51.9,51.6,0.0,11.9,Partially cloudy,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4299,Siskiyou County,California,1998-08-03,41.28996,-123.056,Summer,96.5,57.3,0.0,0.0,9.8,Clear,7.0,light: 0 to 0.1,Clear: 6.21 to 12.43,
4304,Siskiyou County,California,2001-06-15,41.21361,-122.2703,Summer,82.9,47.1,1.3,0.0,9.9,Clear,14.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4312,Siskiyou County,California,2006-07-15,41.8111,-123.375,Summer,94.5,59.3,23.2,0.0,9.1,Partially cloudy,14.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4313,Siskiyou County,California,2007-09-11,41.8333,-123.1668,Summer,95.3,49.5,0.0,0.0,9.9,Clear,8.8,light: 0 to 0.1,Clear: 6.21 to 12.43,
4315,Siskiyou County,California,2009-06-03,41.98645,-123.1749,Spring,73.5,52.7,47.3,0.122,9.5,"Rain, Partially cloudy",16.0,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4316,Siskiyou County,California,2010-04-22,41.65925,-123.4498,Spring,55.0,46.3,0.0,0.0,8.6,Clear,28.4,light: 0 to 0.1,Clear: 6.21 to 12.43,
4318,Siskiyou County,California,2011-12-03,41.845,-122.575,Winter,49.3,16.4,2.6,0.0,9.7,Clear,7.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4320,Sonoma County,California,1986-07-01,38.415,-122.585,Summer,98.0,61.1,7.5,0.0,24.9,Clear,12.8,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Sunny: 6.25 to 25
4322,Sonoma County,California,2007-09-08,38.83996,-123.0585,Summer,88.2,54.7,22.2,0.0,8.9,Partially cloudy,11.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4323,Stanislaus County,California,1962-08-14,37.475,-121.07,Summer,88.2,54.7,22.2,0.0,8.9,Partially cloudy,11.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4324,Tehama County,California,1973-10-15,39.92778,-122.1781,Winter,82.5,54.8,34.1,0.0,14.4,Partially cloudy,8.1,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
4333,Trinity County,California,1980-09-30,40.9913,-122.8719,Fall,83.9,50.1,0.0,0.0,14.9,Clear,8.1,light: 0 to 0.1,Very Clear: 12.43 to 31.06,
4342,Trinity County,California,2003-09-15,40.7485,-123.2718,Fall,77.5,57.3,31.3,0.0,9.1,Partially cloudy,8.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4343,Trinity County,California,2003-10-14,40.98333,-122.6986,Fall,76.5,45.8,1.3,0.0,9.9,Clear,5.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4346,Trinity County,California,2010-08-29,41.1139,-122.7,Summer,70.3,48.0,34.1,0.0,9.9,Partially cloudy,6.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4347,Tulare County,California,1979-10-01,36.1894,-118.1729,Fall,91.1,62.9,53.3,0.0,42.3,Partially cloudy,14.8,light: 0 to 0.1,Exceptionally Clear: 31.06+,Partly Cloudy/Sunny: 25 to 62.5
4353,Tulare County,California,2000-05-01,36.0438,-118.7402,Spring,87.0,51.2,0.9,0.0,9.8,Clear,9.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4358,Tulare County,California,2007-06-01,36.1999,-118.1666,Spring,101.0,62.0,8.0,0.0,10.8,Clear,17.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4359,Tulare County,California,2008-01-09,36.07081,-118.2084,Summer,53.8,34.2,60.5,0.0,9.1,Partially cloudy,5.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4360,Tulare County,California,2008-08-11,35.5803,-118.3804,Summer,98.9,65.5,0.0,0.0,12.9,Clear,7.9,light: 0 to 0.1,Very Clear: 12.43 to 31.06,
4361,Tulare County,California,2008-10-17,35.95835,-118.375,Summer,88.1,47.7,4.6,0.0,9.6,Clear,7.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4362,Tulare County,California,2008-10-27,36.70835,-118.375,Summer,80.9,30.8,0.0,0.0,9.9,Clear,16.1,light: 0 to 0.1,Clear: 6.21 to 12.43,
4363,Tulare County,California,2013-09-13,35.84503,-118.6331,Fall,93.1,65.2,0.0,0.0,9.8,Clear,9.2,light: 0 to 0.1,Clear: 6.21 to 12.43,
4364,Tulare County,California,2020-08-15,36.56304,-118.7729,Summer,104.0,74.4,0.5,0.0,9.9,Clear,9.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4365,Tuolumne County,California,1963-01-27,38.1625,-120.0522,Winter,104.0,74.4,0.5,0.0,9.9,Clear,9.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4366,Tuolumne County,California,1963-01-28,38.1625,-120.0522,Winter,104.0,74.4,0.5,0.0,9.9,Clear,9.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4367,Tuolumne County,California,1963-12-01,38.23243,-119.984,Winter,104.0,74.4,0.5,0.0,9.9,Clear,9.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4375,Tuolumne County,California,1983-10-25,38.03898,-120.2339,Spring,80.0,49.0,0.6,0.0,8.5,Clear,4.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4386,Tuolumne County,California,2001-03-01,38.05,-120.2667,Spring,60.2,35.9,15.9,0.0,7.4,Clear,11.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4388,Tuolumne County,California,2001-05-18,38.03305,-120.2636,Spring,92.0,57.8,0.0,0.0,9.9,Clear,19.7,light: 0 to 0.1,Clear: 6.21 to 12.43,
4390,Tuolumne County,California,2001-09-25,38.3958,-119.801,Fall,65.0,44.0,39.5,0.13,9.4,"Rain, Partially cloudy",33.3,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4391,Tuolumne County,California,2002-07-04,38.24805,-119.9924,Summer,78.2,39.8,25.7,0.0,9.9,Partially cloudy,16.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4393,Tuolumne County,California,2003-12-24,38.0312,-120.2434,Winter,56.0,51.2,96.3,0.437,7.2,"Rain, Overcast",20.8,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
4394,Tuolumne County,California,2006-07-03,38.23475,-120.1862,Summer,79.1,38.9,0.0,0.0,9.9,Clear,14.8,light: 0 to 0.1,Clear: 6.21 to 12.43,
4396,Tuolumne County,California,2006-11-19,38.015,-120.245,Fall,57.8,53.0,100.0,0.0,1.0,Overcast,8.1,light: 0 to 0.1,Thin Fog: 1.24 to 2.48,Cloudy/Overcast: 87.5 to 100
4397,Tuolumne County,California,2007-03-25,38.20835,-120.0416,Spring,55.1,33.2,5.0,0.0,9.9,Clear,18.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4399,Tuolumne County,California,2008-06-15,38.21877,-120.0124,Summer,73.1,51.5,0.0,0.0,9.9,Clear,8.1,light: 0 to 0.1,Clear: 6.21 to 12.43,
4400,Tuolumne County,California,2008-08-05,38.375,-120.125,Summer,78.2,58.3,38.9,0.0,9.9,Partially cloudy,7.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4402,Ventura County,California,2008-09-14,34.625,-119.2916,Summer,74.7,62.2,43.2,0.0,8.3,Partially cloudy,13.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4407,Apache County,Arizona,2003-09-28,35.97,-109.155,Fall,84.8,37.1,0.0,0.0,9.9,Clear,14.4,light: 0 to 0.1,Clear: 6.21 to 12.43,
4408,Apache County,Arizona,2006-10-26,34.325,-109.64,Fall,49.5,33.9,10.0,0.0,9.9,Clear,15.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4409,Apache County,Arizona,2007-02-01,34.6,-109.44,Winter,34.0,27.0,91.4,0.086,7.0,"Snow, Rain, Overcast",18.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
4410,Apache County,Arizona,2009-07-04,36.225,-109.11,Summer,83.0,53.9,30.4,0.079,9.9,"Rain, Partially cloudy",11.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4411,Apache County,Arizona,2013-06-14,33.988,-109.7452,Summer,85.9,59.0,1.1,0.0,9.9,Clear,14.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4412,Apache County,Arizona,2021-06-10,35.175,-109.25,Summer,90.1,47.7,0.0,0.0,9.9,Clear,21.6,light: 0 to 0.1,Clear: 6.21 to 12.43,
4413,Cochise County,Arizona,2000-10-10,31.99003,-110.1835,Summer,70.1,53.3,81.1,0.134,11.8,"Rain, Partially cloudy",19.7,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
4415,Placer County,California,1978-04-01,38.90222,-121.0803,Spring,54.6,47.6,94.4,0.117,14.7,"Rain, Overcast",17.3,moderate: 0.1 to 0.3,Very Clear: 12.43 to 31.06,Cloudy/Overcast: 87.5 to 100
4416,Nevada County,California,1956-10-01,39.3225,-120.2653,Fall,54.6,47.6,94.4,0.117,14.7,"Rain, Overcast",17.3,moderate: 0.1 to 0.3,Very Clear: 12.43 to 31.06,Cloudy/Overcast: 87.5 to 100
4418,Monterey County,California,1974-04-15,35.5565,-121.2919,Spring,75.8,37.1,5.2,0.0,17.5,Clear,11.4,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Sunny: 0 to 6.25
4423,Madera County,California,1988-10-01,37.35944,-119.6436,Fall,97.1,57.8,0.0,0.0,11.3,Clear,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,
4425,Lake County,California,2002-08-13,38.75,-122.7,Summer,80.1,53.0,49.7,0.0,5.9,Partially cloudy,13.1,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Partly Cloudy/Sunny: 25 to 62.5
4426,Kern County,California,1980-02-01,35.2673,-118.9591,Winter,49.0,42.1,41.7,0.0,1.4,Partially cloudy,10.3,light: 0 to 0.1,Haze: 1.24 to 2.48,Partly Cloudy/Sunny: 25 to 62.5
4429,Inyo County,California,1980-05-16,37.15889,-118.3743,Spring,83.9,43.1,30.0,0.0,69.6,Partially cloudy,19.7,light: 0 to 0.1,Exceptionally Clear: 31.06+,Partly Cloudy/Sunny: 25 to 62.5
4430,Inyo County,California,1991-07-15,37.22716,-118.6271,Summer,92.9,52.1,5.5,0.0,46.6,Clear,24.2,light: 0 to 0.1,Exceptionally Clear: 31.06+,Sunny: 0 to 6.25
4431,Inyo County,California,2009-01-12,36.79165,-118.125,Winter,66.8,30.8,0.0,0.0,9.9,Clear,17.2,light: 0 to 0.1,Clear: 6.21 to 12.43,
4432,Inyo County,California,2018-11-10,37.17004,-118.5391,Fall,62.1,17.0,10.0,0.0,9.9,Clear,16.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4434,Kern County,California,1994-08-01,35.75472,-118.4244,Summer,98.0,62.0,9.8,0.0,11.2,Clear,10.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4435,Kern County,California,2002-10-26,35.56805,-118.6078,Fall,66.8,54.4,15.2,0.0,6.1,Clear,7.4,light: 0 to 0.1,Light Haze: 2.48 to 6.21,Mostly Sunny: 6.25 to 25
4436,Kern County,California,2002-10-27,35.51222,-118.3356,Fall,72.2,47.1,10.6,0.0,14.0,Clear,10.5,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Sunny: 6.25 to 25
4437,Kern County,California,2003-09-07,35.44986,-118.5821,Summer,91.0,63.2,0.9,0.0,10.2,Clear,14.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4441,Kern County,California,2008-01-07,35.7,-117.9667,Fall,50.0,31.2,45.3,0.083,11.3,"Snow, Rain, Partially cloudy",8.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4442,Kern County,California,2009-02-26,35.17748,-118.625,Spring,59.8,42.9,19.7,0.0,9.6,Clear,22.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4443,Kern County,California,2010-06-10,35.12931,-118.3302,Winter,62.4,45.8,17.0,0.0,9.5,Clear,29.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4446,Lassen County,California,2022-08-12,40.37411,-120.8336,Summer,89.7,48.3,0.0,0.0,9.9,Clear,17.2,light: 0 to 0.1,Clear: 6.21 to 12.43,
4451,Los Angeles County,California,2006-07-10,34.2802,-117.8333,Fall,92.2,65.8,7.8,0.0,8.4,Clear,17.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4452,Los Angeles County,California,2006-07-30,34.25,-118.225,Spring,80.1,69.8,90.5,0.0,9.9,Overcast,10.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Cloudy/Overcast: 87.5 to 100
4453,Los Angeles County,California,2007-10-10,34.6167,-118.4333,Summer,70.7,53.1,0.4,0.0,9.9,Clear,22.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4454,Los Angeles County,California,2010-01-22,34.76666,-118.5834,Unknown,36.5,30.9,84.0,0.09,2.4,"Snow, Rain, Partially cloudy",15.6,light: 0 to 0.1,Haze: 1.24 to 2.48,Mostly Cloudy: 62.5 to 87.5
4455,Los Angeles County,California,2010-05-07,34.66363,-118.4538,Winter,76.5,43.8,0.0,0.0,9.9,Clear,20.1,light: 0 to 0.1,Clear: 6.21 to 12.43,
4459,Mendocino County,California,1974-09-01,39.68833,-123.4817,Summer,91.1,55.1,13.5,0.0,23.1,Clear,14.8,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Sunny: 6.25 to 25
4463,Mendocino County,California,1985-07-01,39.44583,-123.8042,Summer,61.7,50.2,58.8,0.0,29.8,Partially cloudy,7.5,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
4467,Mendocino County,California,2004-05-22,39.83,-123.115,Spring,66.3,53.7,76.1,0.0,9.9,Partially cloudy,12.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
4469,Mendocino County,California,2007-12-15,39.83929,-123.2393,Winter,52.1,35.9,77.5,0.0,9.6,Partially cloudy,4.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
4470,Mendocino County,California,2008-07-08,39.51489,-123.3899,Summer,73.2,57.4,0.0,0.0,8.2,Clear,5.9,light: 0 to 0.1,Clear: 6.21 to 12.43,
4475,Mono County,California,2001-05-01,37.65028,-118.9592,Spring,91.1,43.1,0.0,0.0,9.9,Clear,18.1,light: 0 to 0.1,Clear: 6.21 to 12.43,
4476,Mono County,California,2001-05-03,37.78861,-119.0736,Spring,66.8,35.9,0.0,0.0,9.9,Clear,26.4,light: 0 to 0.1,Clear: 6.21 to 12.43,
4477,Mono County,California,2005-08-21,38.3068,-119.5483,Summer,80.0,39.8,1.3,0.0,9.9,Clear,13.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4478,Mono County,California,2006-06-17,37.58325,-118.9166,Spring,98.0,48.8,0.0,0.0,9.9,Clear,14.8,light: 0 to 0.1,Clear: 6.21 to 12.43,
4480,Mono County,California,2007-09-25,37.5999,-119.0,Summer,75.8,38.9,0.0,0.0,9.9,Clear,11.4,light: 0 to 0.1,Clear: 6.21 to 12.43,
4481,Mono County,California,2008-03-26,37.76666,-118.5333,Summer,73.1,47.0,0.0,0.0,9.9,Clear,25.3,light: 0 to 0.1,Clear: 6.21 to 12.43,
4485,Mono County,California,2010-07-31,37.79337,-119.118,Summer,81.9,45.0,0.2,0.0,9.9,Clear,22.6,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4486,Mono County,California,2015-10-02,38.04679,-119.2654,Fall,63.4,35.3,23.9,0.0,9.9,Partially cloudy,11.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4487,Mono County,California,2020-07-28,37.97761,-119.1291,Summer,88.1,49.5,0.8,0.0,9.8,Clear,14.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4493,Nevada County,California,1986-08-01,39.41546,-120.4187,Summer,85.2,62.6,28.6,0.0,25.9,Partially cloudy,11.3,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
4494,Nevada County,California,1987-09-15,39.25396,-121.0517,Fall,75.2,54.0,10.0,0.0,7.7,Clear,7.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4495,Nevada County,California,1993-09-05,39.50435,-120.3784,Fall,78.2,53.4,49.1,0.0,18.9,Partially cloudy,15.0,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Partly Cloudy/Sunny: 25 to 62.5
4496,Nevada County,California,2002-08-01,39.26167,-121.015,Summer,77.1,65.0,0.0,0.0,9.9,Clear,10.3,light: 0 to 0.1,Clear: 6.21 to 12.43,
4497,Nevada County,California,2003-12-02,39.21667,-120.8983,Winter,55.5,37.5,38.8,0.386,8.3,"Rain, Partially cloudy",13.9,heavy: 0.3 to 2,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4498,Nevada County,California,2004-01-04,39.26361,-121.0161,Winter,48.3,19.4,10.6,0.0,9.8,Clear,8.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4499,Nevada County,California,2004-08-16,39.31917,-120.3275,Summer,75.0,60.3,33.6,0.003,9.9,"Rain, Partially cloudy",8.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4500,Nevada County,California,2006-07-08,39.374,-120.914,Summer,85.1,69.3,0.0,0.0,9.9,Clear,7.3,light: 0 to 0.1,Clear: 6.21 to 12.43,
4501,Placer County,California,1998-09-07,39.02028,-120.8169,Fall,80.5,67.2,17.8,0.0,9.9,Clear,9.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4502,Placer County,California,2000-06-17,39.01917,-120.8275,Summer,77.1,62.0,0.0,0.0,9.9,Clear,16.1,light: 0 to 0.1,Clear: 6.21 to 12.43,
4504,Placer County,California,2003-10-14,39.11167,-120.4683,Fall,68.3,41.7,1.0,0.0,9.9,Clear,10.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4505,Placer County,California,2007-09-30,38.95285,-121.0479,Fall,73.0,44.1,5.4,0.0,9.9,Clear,13.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4510,Plumas County,California,1997-07-01,39.94278,-121.0158,Summer,62.7,42.9,0.0,0.0,9.9,Clear,11.4,light: 0 to 0.1,Clear: 6.21 to 12.43,
4514,Riverside County,California,2002-12-01,33.7655,-116.7078,Summer,69.8,47.2,11.2,0.0,9.7,Clear,7.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4515,Riverside County,California,2004-06-05,33.81678,-116.6329,Spring,109.5,78.9,0.0,0.0,9.9,Clear,20.8,light: 0 to 0.1,Clear: 6.21 to 12.43,
4516,Riverside County,California,2008-07-17,33.66675,-116.7,Fall,105.8,80.0,12.0,0.0,9.9,Clear,15.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4518,Riverside County,California,2008-12-01,33.95002,-116.5333,Spring,80.4,56.0,1.1,0.0,9.8,Clear,8.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4525,San Bernardino County,California,2008-08-21,34.04165,-117.0416,Summer,90.2,60.2,0.0,0.0,9.5,Clear,13.9,light: 0 to 0.1,Clear: 6.21 to 12.43,
4526,San Bernardino County,California,2009-07-01,34.33843,-117.1776,Summer,91.4,65.0,31.4,0.0,9.9,Partially cloudy,12.7,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4527,San Bernardino County,California,2009-08-10,34.2556,-116.7944,Summer,99.0,67.3,1.3,0.0,9.1,Clear,12.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4528,San Bernardino County,California,2014-08-20,34.28665,-117.3395,Summer,82.6,63.5,52.4,0.077,9.6,"Rain, Partially cloudy",10.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4534,Amador County,California,2010-10-25,38.25,-121.0,Fall,62.7,47.3,21.3,0.023,8.8,"Rain, Partially cloudy",10.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4537,Teller County,Colorado,1977-07-04,38.826,-105.1146,Summer,92.0,61.4,37.4,0.0,52.0,Partially cloudy,25.5,light: 0 to 0.1,Exceptionally Clear: 31.06+,Partly Cloudy/Sunny: 25 to 62.5
4546,San Juan County,Colorado,2008-06-30,37.70338,-107.7015,Summer,74.7,50.3,14.7,0.008,9.8,Rain,9.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4549,Summit County,Colorado,2012-06-13,39.80777,-106.3023,Summer,79.2,37.1,4.1,0.0,9.9,Clear,15.4,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4550,Summit County,Colorado,2019-07-25,39.41087,-106.1444,Summer,60.0,49.0,67.6,0.112,9.7,"Rain, Partially cloudy",14.1,moderate: 0.1 to 0.3,Clear: 6.21 to 12.43,Mostly Cloudy: 62.5 to 87.5
4552,Teller County,Colorado,1981-01-15,38.753,-105.1598,Unknown,41.8,20.6,80.1,0.0,35.6,Partially cloudy,8.0,light: 0 to 0.1,Exceptionally Clear: 31.06+,Mostly Cloudy: 62.5 to 87.5
4553,Teller County,Colorado,1986-10-01,38.71225,-105.1744,Fall,66.9,36.0,22.0,0.0,37.3,Partially cloudy,14.5,light: 0 to 0.1,Exceptionally Clear: 31.06+,Mostly Sunny: 6.25 to 25
4554,Teller County,Colorado,1997-09-20,38.91,-105.275,Fall,44.9,41.1,100.0,0.187,3.2,"Rain, Overcast",16.1,moderate: 0.1 to 0.3,Light Haze: 2.48 to 6.21,Cloudy/Overcast: 87.5 to 100
4556,Teller County,Colorado,2001-11-05,38.71145,-105.0354,Winter,70.1,37.1,6.1,0.0,9.9,Clear,9.2,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4557,Teller County,Colorado,2005-03-19,39.11636,-105.2155,Summer,51.0,19.4,50.3,0.0,11.4,Partially cloudy,13.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4558,Teller County,Colorado,2013-08-05,38.68775,-105.047,Summer,82.6,60.6,41.6,0.0,10.6,Partially cloudy,17.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4559,Alameda County,California,1990-05-15,37.62124,-121.7587,Spring,70.5,50.8,16.2,0.0,12.8,Clear,15.5,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Mostly Sunny: 6.25 to 25
4561,Alpine County,California,1983-07-01,38.77778,-119.8208,Summer,74.0,50.8,95.8,0.0,22.4,Overcast,27.7,light: 0 to 0.1,Very Clear: 12.43 to 31.06,Cloudy/Overcast: 87.5 to 100
4563,Alpine County,California,2001-11-01,38.4775,-120.0047,Fall,56.9,23.1,17.9,0.0,9.0,Clear,5.8,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4564,Alpine County,California,2002-08-01,38.77778,-119.8208,Summer,82.6,46.0,33.8,0.014,9.9,"Rain, Partially cloudy",15.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4565,Alpine County,California,2004-11-23,38.45799,-120.0491,Fall,47.0,19.1,0.0,0.0,9.7,Clear,4.7,light: 0 to 0.1,Clear: 6.21 to 12.43,
4566,Alpine County,California,2005-10-15,38.6167,-119.9501,Fall,51.2,41.1,30.0,0.0,9.9,Partially cloudy,33.3,light: 0 to 0.1,Clear: 6.21 to 12.43,Partly Cloudy/Sunny: 25 to 62.5
4567,Alpine County,California,2012-09-23,38.51665,-119.6234,Fall,72.6,36.5,2.0,0.0,9.7,Clear,15.9,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4569,Butte County,California,1993-09-30,39.705,-121.18,Fall,83.7,63.2,3.8,0.0,11.0,Clear,6.5,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4570,Butte County,California,2002-09-07,39.64306,-121.2733,Summer,72.5,49.9,0.0,0.0,9.9,Clear,8.3,light: 0 to 0.1,Clear: 6.21 to 12.43,
4572,Butte County,California,2004-06-21,39.53722,-121.4822,Summer,91.0,62.4,0.6,0.0,7.1,Clear,12.0,light: 0 to 0.1,Clear: 6.21 to 12.43,Sunny: 0 to 6.25
4573,Butte County,California,2004-09-21,39.55249,-121.5027,Summer,82.0,51.7,0.0,0.0,9.9,Clear,13.6,light: 0 to 0.1,Clear: 6.21 to 12.43,
4578,Calaveras County,California,2001-08-18,38.27194,-120.2867,Summer,83.9,48.8,8.8,0.0,9.9,Clear,16.1,light: 0 to 0.1,Clear: 6.21 to 12.43,Mostly Sunny: 6.25 to 25
4579,Calaveras County,California,2003-08-07,38.25472,-120.3536,Summer,73.1,35.9,0.0,0.0,9.9,Clear,13.9,light: 0 to 0.1,Clear: 6.21 to 12.43,
